연월일,시간,공급량
2013-07-12,21,3939.17
2013-07-12,22,3479.6820000000002
2013-07-12,23,3127.906
2013-07-12,24,2756.578
2013-07-13,1,2401.178
2013-07-13,2,1906.162
2013-07-13,3,1535.81
2013-07-13,4,1454.21
2013-07-13,5,1708.706
2013-07-13,6,2032.906
2013-07-13,7,2478.074
2013-07-13,8,3244.178
2013-07-13,9,3813.234
2013-07-13,10,4287.298
2013-07-13,11,4517.17
2013-07-13,12,4351.946
2013-07-13,13,4180.666
2013-07-13,14,4009.522
2013-07-13,15,3758.8740000000003
2013-07-13,16,3594.154
2013-07-13,17,3561.618
2013-07-13,18,3679.6659999999997
2013-07-13,19,3822.618
2013-07-13,20,3745.946
2013-07-13,21,3359.554
2013-07-13,22,2978.202
2013-07-13,23,2685.658
2013-07-13,24,2446.13
2013-07-14,1,2089.714
2013-07-14,2,1505.402
2013-07-14,3,1193.154
2013-07-14,4,1154.298
2013-07-14,5,1389.882
2013-07-14,6,1616.386
2013-07-14,7,1910.626
2013-07-14,8,2584.946
2013-07-14,9,3175.882
2013-07-14,10,3642.002
2013-07-14,11,3801.77
2013-07-14,12,3598.378
2013-07-14,13,3541.1459999999997
2013-07-14,14,3523.114
2013-07-14,15,3319.754
2013-07-14,16,3151.626
2013-07-14,17,3131.8179999999998
2013-07-14,18,3389.41
2013-07-14,19,3571.09
2013-07-14,20,3379.746
2013-07-14,21,3257.602
2013-07-14,22,2920.466
2013-07-14,23,2557.306
2013-07-14,24,2309.914
2013-07-15,1,1871.634
2013-07-15,2,1322.714
2013-07-15,3,1074.754
2013-07-15,4,1144.058
2013-07-15,5,1471.09
2013-07-15,6,1977.786
2013-07-15,7,3288.042
2013-07-15,8,4572.938
2013-07-15,9,4686.754
2013-07-15,10,5004.138
2013-07-15,11,5327.666
2013-07-15,12,5046.602
2013-07-15,13,4953.17
2013-07-15,14,4799.0419999999995
2013-07-15,15,4563.362
2013-07-15,16,4333.37
2013-07-15,17,4254.322
2013-07-15,18,4260.818
2013-07-15,19,4193.306
2013-07-15,20,4149.13
2013-07-15,21,3964.914
2013-07-15,22,3618.9700000000003
2013-07-15,23,3144.85
2013-07-15,24,2746.834
2013-07-16,1,2256.41
2013-07-16,2,1699.0980000000002
2013-07-16,3,1433.802
2013-07-16,4,1354.77
2013-07-16,5,1614.53
2013-07-16,6,2161.362
2013-07-16,7,3202.698
2013-07-16,8,4387.266
2013-07-16,9,4452.882
2013-07-16,10,4676.0419999999995
2013-07-16,11,4989.33
2013-07-16,12,4881.122
2013-07-16,13,4748.4980000000005
2013-07-16,14,4663.026
2013-07-16,15,4460.994
2013-07-16,16,4162.914
2013-07-16,17,4022.098
2013-07-16,18,4057.362
2013-07-16,19,4185.3060000000005
2013-07-16,20,4414.442
2013-07-16,21,3784.674
2013-07-16,22,3492.914
2013-07-16,23,3019.37
2013-07-16,24,2706.738
2013-07-17,1,2259.258
2013-07-17,2,1738.7459999999999
2013-07-17,3,1400.714
2013-07-17,4,1298.602
2013-07-17,5,1608.018
2013-07-17,6,2064.042
2013-07-17,7,3137.882
2013-07-17,8,4386.122
2013-07-17,9,4405.634
2013-07-17,10,4630.874
2013-07-17,11,4910.697999999999
2013-07-17,12,4733.394
2013-07-17,13,4640.202
2013-07-17,14,4528.346
2013-07-17,15,4188.73
2013-07-17,16,3999.402
2013-07-17,17,3967.218
2013-07-17,18,4048.554
2013-07-17,19,4200.378
2013-07-17,20,5152.474
2013-07-17,21,3892.49
2013-07-17,22,3614.722
2013-07-17,23,3078.242
2013-07-17,24,2808.6259999999997
2013-07-18,1,2294.186
2013-07-18,2,1721.282
2013-07-18,3,1359.218
2013-07-18,4,1358.402
2013-07-18,5,1697.882
2013-07-18,6,2185.202
2013-07-18,7,3264.498
2013-07-18,8,4541.034
2013-07-18,9,4575.114
2013-07-18,10,4828.162
2013-07-18,11,5135.146
2013-07-18,12,4956.338
2013-07-18,13,4850.362
2013-07-18,14,4693.586
2013-07-18,15,4397.394
2013-07-18,16,4141.138
2013-07-18,17,4094.202
2013-07-18,18,4107.45
2013-07-18,19,4116.946
2013-07-18,20,7229.282
2013-07-18,21,3909.282
2013-07-18,22,3620.922
2013-07-18,23,3079.938
2013-07-18,24,2797.146
2013-07-19,1,2359.13
2013-07-19,2,1770.114
2013-07-19,3,1374.7939999999999
2013-07-19,4,1356.658
2013-07-19,5,1693.0259999999998
2013-07-19,6,2204.898
2013-07-19,7,3262.562
2013-07-19,8,4438.3460000000005
2013-07-19,9,4489.53
2013-07-19,10,4805.842
2013-07-19,11,5057.554
2013-07-19,12,4902.474
2013-07-19,13,4781.818
2013-07-19,14,4707.9619999999995
2013-07-19,15,4512.722
2013-07-19,16,4346.122
2013-07-19,17,4239.258
2013-07-19,18,4130.218
2013-07-19,19,4063.0099999999998
2013-07-19,20,3952.978
2013-07-19,21,3751.69
2013-07-19,22,3362.162
2013-07-19,23,3001.194
2013-07-19,24,2721.218
2013-07-20,1,2312.098
2013-07-20,2,1804.402
2013-07-20,3,1407.7939999999999
2013-07-20,4,1357.658
2013-07-20,5,1633.0659999999998
2013-07-20,6,1937.906
2013-07-20,7,2396.522
2013-07-20,8,3215.7619999999997
2013-07-20,9,3760.2019999999998
2013-07-20,10,4069.426
2013-07-20,11,4244.1140000000005
2013-07-20,12,4095.642
2013-07-20,13,3984.8179999999998
2013-07-20,14,3845.266
2013-07-20,15,3593.1059999999998
2013-07-20,16,3446.898
2013-07-20,17,3391.746
2013-07-20,18,3468.7459999999996
2013-07-20,19,3635.29
2013-07-20,20,3531.434
2013-07-20,21,3273.5299999999997
2013-07-20,22,2910.594
2013-07-20,23,2607.458
2013-07-20,24,2358.77
2013-07-21,1,2040.354
2013-07-21,2,1495.5140000000001
2013-07-21,3,1179.394
2013-07-21,4,1125.882
2013-07-21,5,1387.754
2013-07-21,6,1612.258
2013-07-21,7,1900.058
2013-07-21,8,2536.034
2013-07-21,9,3095.602
2013-07-21,10,3488.386
2013-07-21,11,3629.09
2013-07-21,12,3452.77
2013-07-21,13,3416.09
2013-07-21,14,3395.354
2013-07-21,15,3166.962
2013-07-21,16,3025.002
2013-07-21,17,2969.346
2013-07-21,18,3188.018
2013-07-21,19,3480.9779999999996
2013-07-21,20,3308.386
2013-07-21,21,3152.938
2013-07-21,22,2816.378
2013-07-21,23,2453.6099999999997
2013-07-21,24,2234.154
2013-07-22,1,1811.13
2013-07-22,2,1245.202
2013-07-22,3,990.8019999999999
2013-07-22,4,1032.162
2013-07-22,5,1373.458
2013-07-22,6,1902.4180000000001
2013-07-22,7,2945.386
2013-07-22,8,4112.121999999999
2013-07-22,9,4313.13
2013-07-22,10,4595.258
2013-07-22,11,5028.362
2013-07-22,12,4935.05
2013-07-22,13,4841.138
2013-07-22,14,4710.474
2013-07-22,15,4410.29
2013-07-22,16,4151.786
2013-07-22,17,4094.4500000000003
2013-07-22,18,4122.33
2013-07-22,19,4145.954
2013-07-22,20,4401.362
2013-07-22,21,3839.97
2013-07-22,22,3498.466
2013-07-22,23,2999.37
2013-07-22,24,2683.242
2013-07-23,1,2205.234
2013-07-23,2,1671.786
2013-07-23,3,1335.242
2013-07-23,4,1331.65
2013-07-23,5,1674.146
2013-07-23,6,2088.45
2013-07-23,7,3052.5060000000003
2013-07-23,8,4250.162
2013-07-23,9,4539.074
2013-07-23,10,4828.354
2013-07-23,11,5129.97
2013-07-23,12,5007.322
2013-07-23,13,4974.626
2013-07-23,14,4840.546
2013-07-23,15,4557.794
2013-07-23,16,4385.33
2013-07-23,17,4339.226
2013-07-23,18,4413.5380000000005
2013-07-23,19,4397.49
2013-07-23,20,4812.314
2013-07-23,21,3967.002
2013-07-23,22,3606.0899999999997
2013-07-23,23,3091.1459999999997
2013-07-23,24,2691.506
2013-07-24,1,2239.6980000000003
2013-07-24,2,1687.642
2013-07-24,3,1344.914
2013-07-24,4,1362.0500000000002
2013-07-24,5,1687.778
2013-07-24,6,2142.85
2013-07-24,7,3039.1459999999997
2013-07-24,8,4170.698
2013-07-24,9,4438.826
2013-07-24,10,4491.242
2013-07-24,11,4718.554
2013-07-24,12,4567.882
2013-07-24,13,4493.306
2013-07-24,14,4301.066
2013-07-24,15,4018.65
2013-07-24,16,3862.8340000000003
2013-07-24,17,3930.914
2013-07-24,18,3718.4979999999996
2013-07-24,19,3892.0660000000003
2013-07-24,20,4055.858
2013-07-24,21,3744.666
2013-07-24,22,3415.9139999999998
2013-07-24,23,2973.642
2013-07-24,24,2709.05
2013-07-25,1,2280.2019999999998
2013-07-25,2,1730.386
2013-07-25,3,1374.522
2013-07-25,4,1354.77
2013-07-25,5,1671.922
2013-07-25,6,2145.042
2013-07-25,7,3039.034
2013-07-25,8,4188.5380000000005
2013-07-25,9,4425.354
2013-07-25,10,4691.746
2013-07-25,11,4863.714
2013-07-25,12,4723.066
2013-07-25,13,4662.338
2013-07-25,14,4512.114
2013-07-25,15,4203.362
2013-07-25,16,3981.922
2013-07-25,17,3888.898
2013-07-25,18,3916.1459999999997
2013-07-25,19,3911.986
2013-07-25,20,4823.682
2013-07-25,21,3751.77
2013-07-25,22,3483.034
2013-07-25,23,2996.346
2013-07-25,24,2710.77
2013-07-26,1,2303.09
2013-07-26,2,1730.258
2013-07-26,3,1366.89
2013-07-26,4,1368.714
2013-07-26,5,1686.962
2013-07-26,6,2130.194
2013-07-26,7,3002.81
2013-07-26,8,4092.674
2013-07-26,9,4404.186
2013-07-26,10,4639.642
2013-07-26,11,4880.298
2013-07-26,12,4725.146
2013-07-26,13,4657.546
2013-07-26,14,4490.682
2013-07-26,15,4178.938
2013-07-26,16,4007.258
2013-07-26,17,3946.058
2013-07-26,18,3929.562
2013-07-26,19,3858.754
2013-07-26,20,7048.218
2013-07-26,21,3648.098
2013-07-26,22,3307.89
2013-07-26,23,2924.7619999999997
2013-07-26,24,2632.586
2013-07-27,1,2239.826
2013-07-27,2,1729.7140000000002
2013-07-27,3,1347.522
2013-07-27,4,1323.114
2013-07-27,5,1603.426
2013-07-27,6,1915.826
2013-07-27,7,2379.746
2013-07-27,8,3156.01
2013-07-27,9,3702.8900000000003
2013-07-27,10,4077.194
2013-07-27,11,4175.2660000000005
2013-07-27,12,4018.1459999999997
2013-07-27,13,3881.058
2013-07-27,14,3770.154
2013-07-27,15,3544.5139999999997
2013-07-27,16,3350.098
2013-07-27,17,3296.122
2013-07-27,18,3420.034
2013-07-27,19,3555.8579999999997
2013-07-27,20,6603.121999999999
2013-07-27,21,3049.8019999999997
2013-07-27,22,2655.834
2013-07-27,23,2418.874
2013-07-27,24,2192.138
2013-07-28,1,1897.626
2013-07-28,2,1392.17
2013-07-28,3,1132.29
2013-07-28,4,1087.066
2013-07-28,5,1326.394
2013-07-28,6,1536.602
2013-07-28,7,1845.762
2013-07-28,8,2491.026
2013-07-28,9,3038.538
2013-07-28,10,3390.69
2013-07-28,11,3502.522
2013-07-28,12,3354.37
2013-07-28,13,3333.002
2013-07-28,14,3319.81
2013-07-28,15,3100.146
2013-07-28,16,2942.066
2013-07-28,17,2962.618
2013-07-28,18,3203.594
2013-07-28,19,3449.482
2013-07-28,20,6258.658
2013-07-28,21,3144.842
2013-07-28,22,2677.13
2013-07-28,23,2369.85
2013-07-28,24,2182.314
2013-07-29,1,1772.57
2013-07-29,2,1262.714
2013-07-29,3,1031.5140000000001
2013-07-29,4,1065.97
2013-07-29,5,1422.97
2013-07-29,6,1900.402
2013-07-29,7,2888.098
2013-07-29,8,4003.706
2013-07-29,9,4408.0019999999995
2013-07-29,10,4753.066
2013-07-29,11,4909.802000000001
2013-07-29,12,4734.194
2013-07-29,13,4612.506
2013-07-29,14,4452.378
2013-07-29,15,4175.914
2013-07-29,16,3985.818
2013-07-29,17,3945.642
2013-07-29,18,3912.234
2013-07-29,19,3849.002
2013-07-29,20,5061.098
2013-07-29,21,3617.442
2013-07-29,22,3271.082
2013-07-29,23,2824.186
2013-07-29,24,2531.9139999999998
2013-07-30,1,2099.38
2013-07-30,2,1515.4279999999999
2013-07-30,3,1217.18
2013-07-30,4,1228.036
2013-07-30,5,1557.38
2013-07-30,6,1951.348
2013-07-30,7,2867.9
2013-07-30,8,3925.956
2013-07-30,9,4241.46
2013-07-30,10,4536.5
2013-07-30,11,4668.564
2013-07-30,12,4521.484
2013-07-30,13,4461.028
2013-07-30,14,4336.78
2013-07-30,15,4033.0040000000004
2013-07-30,16,3821.2599999999998
2013-07-30,17,3828.9719999999998
2013-07-30,18,3847.852
2013-07-30,19,3848.628
2013-07-30,20,5346.996
2013-07-30,21,3537.62
2013-07-30,22,3244.196
2013-07-30,23,2750.988
2013-07-30,24,2491.764
2013-07-31,1,2084.956
2013-07-31,2,1552.452
2013-07-31,3,1244.396
2013-07-31,4,1203.8120000000001
2013-07-31,5,1518.564
2013-07-31,6,1911.42
2013-07-31,7,2771.068
2013-07-31,8,3803.8759999999997
2013-07-31,9,4180.372
2013-07-31,10,4483.484
2013-07-31,11,4646.78
2013-07-31,12,4545.132
2013-07-31,13,4460.316
2013-07-31,14,4307.836
2013-07-31,15,4017.7799999999997
2013-07-31,16,3825.26
2013-07-31,17,3807.244
2013-07-31,18,3812.9880000000003
2013-07-31,19,3803.596
2013-07-31,20,3939.7000000000003
2013-07-31,21,3418.732
2013-07-31,22,3111.132
2013-07-31,23,2613.412
2013-07-31,24,2421.484
2013-08-01,1,2082.892
2013-08-01,2,1509.7160000000001
2013-08-01,3,1195.076
2013-08-01,4,1182.6840000000002
2013-08-01,5,1485.5
2013-08-01,6,1931.8039999999999
2013-08-01,7,2734.052
2013-08-01,8,3708.5480000000002
2013-08-01,9,4051.732
2013-08-01,10,4312.996
2013-08-01,11,4467.348
2013-08-01,12,4417.396000000001
2013-08-01,13,4371.284
2013-08-01,14,4244.46
2013-08-01,15,4002.4199999999996
2013-08-01,16,3831.54
2013-08-01,17,3806.404
2013-08-01,18,3778.02
2013-08-01,19,3744.22
2013-08-01,20,3662.308
2013-08-01,21,3471.5879999999997
2013-08-01,22,3187.108
2013-08-01,23,2655.108
2013-08-01,24,2423.244
2013-08-02,1,2019.044
2013-08-02,2,1469.628
2013-08-02,3,1189.46
2013-08-02,4,1116.316
2013-08-02,5,1395.2839999999999
2013-08-02,6,1904.636
2013-08-02,7,2625.66
2013-08-02,8,3570.828
2013-08-02,9,4009.684
2013-08-02,10,4369.188
2013-08-02,11,4509.74
2013-08-02,12,4476.8679999999995
2013-08-02,13,4454.732
2013-08-02,14,4337.204
2013-08-02,15,4035.132
2013-08-02,16,3901.364
2013-08-02,17,3892.604
2013-08-02,18,3857.636
2013-08-02,19,3763.8120000000004
2013-08-02,20,3628.62
2013-08-02,21,3419.3559999999998
2013-08-02,22,3007.7239999999997
2013-08-02,23,2637.076
2013-08-02,24,2329.132
2013-08-03,1,1980.66
2013-08-03,2,1489.172
2013-08-03,3,1158.508
2013-08-03,4,1149.7640000000001
2013-08-03,5,1405.6039999999998
2013-08-03,6,1701.172
2013-08-03,7,2042.364
2013-08-03,8,2800.436
2013-08-03,9,3348.7639999999997
2013-08-03,10,3718.0119999999997
2013-08-03,11,3878.564
2013-08-03,12,3743.204
2013-08-03,13,3679.012
2013-08-03,14,3548.092
2013-08-03,15,3309.22
2013-08-03,16,3149.028
2013-08-03,17,3112.268
2013-08-03,18,3190.9
2013-08-03,19,3287.7400000000002
2013-08-03,20,3235.012
2013-08-03,21,3059.54
2013-08-03,22,2706.212
2013-08-03,23,2345.436
2013-08-03,24,2143.572
2013-08-04,1,1848.836
2013-08-04,2,1387.572
2013-08-04,3,1094.78
2013-08-04,4,1020.932
2013-08-04,5,1238.788
2013-08-04,6,1445.692
2013-08-04,7,1793.7160000000001
2013-08-04,8,2410.748
2013-08-04,9,2935.676
2013-08-04,10,3341.7
2013-08-04,11,3467.1639999999998
2013-08-04,12,3389.812
2013-08-04,13,3327.068
2013-08-04,14,3304.348
2013-08-04,15,3123.388
2013-08-04,16,2932.204
2013-08-04,17,2953.108
2013-08-04,18,3082.436
2013-08-04,19,3299.212
2013-08-04,20,3207.764
2013-08-04,21,3059.8759999999997
2013-08-04,22,2619.9
2013-08-04,23,2266.34
2013-08-04,24,2049.908
2013-08-05,1,1703.0919999999999
2013-08-05,2,1205.028
2013-08-05,3,1000.3399999999999
2013-08-05,4,1022.524
2013-08-05,5,1341.188
2013-08-05,6,1875.572
2013-08-05,7,2761.3
2013-08-05,8,3804.348
2013-08-05,9,4245.188
2013-08-05,10,4626.468
2013-08-05,11,4767.772
2013-08-05,12,4682.708
2013-08-05,13,4657.564
2013-08-05,14,4500.852
2013-08-05,15,4153.492
2013-08-05,16,4054.628
2013-08-05,17,4031.756
2013-08-05,18,3970.508
2013-08-05,19,3896.54
2013-08-05,20,3795.532
2013-08-05,21,3586.052
2013-08-05,22,3241.844
2013-08-05,23,2727.172
2013-08-05,24,2375.956
2013-08-06,1,1975.468
2013-08-06,2,1500.468
2013-08-06,3,1217.74
2013-08-06,4,1204.252
2013-08-06,5,1492.436
2013-08-06,6,1883.8999999999999
2013-08-06,7,2759.252
2013-08-06,8,3783.668
2013-08-06,9,4201.764
2013-08-06,10,4543.468
2013-08-06,11,4650.708
2013-08-06,12,4646.14
2013-08-06,13,4609.468
2013-08-06,14,4396.804
2013-08-06,15,4128.5960000000005
2013-08-06,16,3938.94
2013-08-06,17,3931.652
2013-08-06,18,3905.228
2013-08-06,19,3870.692
2013-08-06,20,3807.396
2013-08-06,21,3551.428
2013-08-06,22,3225.076
2013-08-06,23,2767.404
2013-08-06,24,2477.212
2013-08-07,1,2014.108
2013-08-07,2,1516.004
2013-08-07,3,1205.5
2013-08-07,4,1195.108
2013-08-07,5,1465.8999999999999
2013-08-07,6,1902.948
2013-08-07,7,2745.156
2013-08-07,8,3800.036
2013-08-07,9,4211.916
2013-08-07,10,4552.972
2013-08-07,11,4817.124
2013-08-07,12,4774.468
2013-08-07,13,4699.596
2013-08-07,14,4542.252
2013-08-07,15,4391.156
2013-08-07,16,4213.244
2013-08-07,17,4149.828
2013-08-07,18,4153.907999999999
2013-08-07,19,3993.34
2013-08-07,20,3871.172
2013-08-07,21,3629.4440000000004
2013-08-07,22,3244.524
2013-08-07,23,2836.172
2013-08-07,24,2507.292
2013-08-08,1,2074.828
2013-08-08,2,1562.076
2013-08-08,3,1259.132
2013-08-08,4,1237.564
2013-08-08,5,1525.772
2013-08-08,6,1963.228
2013-08-08,7,2771.812
2013-08-08,8,3891.308
2013-08-08,9,4317.916
2013-08-08,10,4700.612
2013-08-08,11,4943.3640000000005
2013-08-08,12,4872.924
2013-08-08,13,4849.892
2013-08-08,14,4803.716
2013-08-08,15,4692.628000000001
2013-08-08,16,4510.78
2013-08-08,17,4455.772
2013-08-08,18,4397.0199999999995
2013-08-08,19,4128.116
2013-08-08,20,3935.012
2013-08-08,21,3671.7799999999997
2013-08-08,22,3324.3
2013-08-08,23,2801.3
2013-08-08,24,2555.468
2013-08-09,1,2132.596
2013-08-09,2,1581.6119999999999
2013-08-09,3,1300.228
2013-08-09,4,1253.588
2013-08-09,5,1537.14
2013-08-09,6,1975.444
2013-08-09,7,2753.772
2013-08-09,8,3828.2200000000003
2013-08-09,9,4425.563999999999
2013-08-09,10,4808.252
2013-08-09,11,4983.972000000001
2013-08-09,12,4893.516
2013-08-09,13,4888.3640000000005
2013-08-09,14,4815.196
2013-08-09,15,4603.884
2013-08-09,16,4453.644
2013-08-09,17,4413.26
2013-08-09,18,4375.276
2013-08-09,19,4093.652
2013-08-09,20,3854.2039999999997
2013-08-09,21,3605.924
2013-08-09,22,3150.3080000000004
2013-08-09,23,2788.9
2013-08-09,24,2474.036
2013-08-10,1,2188.908
2013-08-10,2,1726.4440000000002
2013-08-10,3,1422.108
2013-08-10,4,1361.316
2013-08-10,5,1574.252
2013-08-10,6,1916.5079999999998
2013-08-10,7,2343.58
2013-08-10,8,3062.748
2013-08-10,9,3620.364
2013-08-10,10,4045.884
2013-08-10,11,4227.476
2013-08-10,12,4061.684
2013-08-10,13,3927.292
2013-08-10,14,3890.156
2013-08-10,15,3661.084
2013-08-10,16,3469.5640000000003
2013-08-10,17,3329.716
2013-08-10,18,3380.788
2013-08-10,19,3412.564
2013-08-10,20,3326.3399999999997
2013-08-10,21,3120.684
2013-08-10,22,2737.38
2013-08-10,23,2440.252
2013-08-10,24,2241.86
2013-08-11,1,1874.724
2013-08-11,2,1409.988
2013-08-11,3,1129.972
2013-08-11,4,1090.884
2013-08-11,5,1308.18
2013-08-11,6,1559.1480000000001
2013-08-11,7,1870.74
2013-08-11,8,2497.348
2013-08-11,9,2970.9159999999997
2013-08-11,10,3351.6440000000002
2013-08-11,11,3469.524
2013-08-11,12,3359.148
2013-08-11,13,3296.46
2013-08-11,14,3247.5
2013-08-11,15,3069.916
2013-08-11,16,2922.772
2013-08-11,17,2882.7
2013-08-11,18,3055.228
2013-08-11,19,3196.708
2013-08-11,20,3161.292
2013-08-11,21,2994.708
2013-08-11,22,2638.228
2013-08-11,23,2303.82
2013-08-11,24,2064.988
2013-08-12,1,1696.436
2013-08-12,2,1229.964
2013-08-12,3,983.924
2013-08-12,4,1024.7
2013-08-12,5,1375.908
2013-08-12,6,1849.572
2013-08-12,7,2838.708
2013-08-12,8,3954.332
2013-08-12,9,4468.2119999999995
2013-08-12,10,5049.676
2013-08-12,11,5365.628
2013-08-12,12,5276.236
2013-08-12,13,5135.756
2013-08-12,14,4935.244000000001
2013-08-12,15,4669.764
2013-08-12,16,4391.74
2013-08-12,17,4363.724
2013-08-12,18,4423.179999999999
2013-08-12,19,4121.724
2013-08-12,20,3961.148
2013-08-12,21,3709.084
2013-08-12,22,3344.564
2013-08-12,23,2765.964
2013-08-12,24,2498.036
2013-08-13,1,2054.116
2013-08-13,2,1585.292
2013-08-13,3,1303.132
2013-08-13,4,1282.292
2013-08-13,5,1589.8439999999998
2013-08-13,6,2025.908
2013-08-13,7,2935.724
2013-08-13,8,4018.5879999999997
2013-08-13,9,4423.2519999999995
2013-08-13,10,4863.196
2013-08-13,11,5120.18
2013-08-13,12,5039.084
2013-08-13,13,4788.556
2013-08-13,14,4569.924
2013-08-13,15,4272.86
2013-08-13,16,4068.892
2013-08-13,17,3992.396
2013-08-13,18,4042.1719999999996
2013-08-13,19,3961.3639999999996
2013-08-13,20,3867.428
2013-08-13,21,3586.588
2013-08-13,22,3241.0519999999997
2013-08-13,23,2766.604
2013-08-13,24,2541.284
2013-08-14,1,2111.94
2013-08-14,2,1551.588
2013-08-14,3,1265.188
2013-08-14,4,1247.436
2013-08-14,5,1580.404
2013-08-14,6,2062.06
2013-08-14,7,3016.076
2013-08-14,8,4041.356
2013-08-14,9,4438.148
2013-08-14,10,4824.092
2013-08-14,11,4982.875999999999
2013-08-14,12,4959.044
2013-08-14,13,4791.98
2013-08-14,14,4650.948
2013-08-14,15,4309.724
2013-08-14,16,4092.796
2013-08-14,17,4023.388
2013-08-14,18,4018.284
2013-08-14,19,3884.516
2013-08-14,20,3753.5
2013-08-14,21,3483.796
2013-08-14,22,3122.036
2013-08-14,23,2706.972
2013-08-14,24,2513.212
2013-08-15,1,2187.916
2013-08-15,2,1704.124
2013-08-15,3,1324.188
2013-08-15,4,1241.452
2013-08-15,5,1512.116
2013-08-15,6,1748.212
2013-08-15,7,2141.476
2013-08-15,8,2801.452
2013-08-15,9,3258.9
2013-08-15,10,3630.8920000000003
2013-08-15,11,3776.7960000000003
2013-08-15,12,3635.9320000000002
2013-08-15,13,3586.116
2013-08-15,14,3588.076
2013-08-15,15,3344.0440000000003
2013-08-15,16,3179.996
2013-08-15,17,3124.316
2013-08-15,18,3237.772
2013-08-15,19,3427.428
2013-08-15,20,3342.772
2013-08-15,21,3114.46
2013-08-15,22,2841.276
2013-08-15,23,2428.22
2013-08-15,24,2228.788
2013-08-16,1,1798.092
2013-08-16,2,1374.108
2013-08-16,3,1152.708
2013-08-16,4,1163.7640000000001
2013-08-16,5,1523.084
2013-08-16,6,1955.8439999999998
2013-08-16,7,2839.7239999999997
2013-08-16,8,3852.404
2013-08-16,9,4342.164
2013-08-16,10,4787.068
2013-08-16,11,5043.956
2013-08-16,12,5027.284
2013-08-16,13,4824.036
2013-08-16,14,4698.764
2013-08-16,15,4373.428
2013-08-16,16,4127.452
2013-08-16,17,4020.364
2013-08-16,18,4021.94
2013-08-16,19,3909.028
2013-08-16,20,3706.348
2013-08-16,21,3453.556
2013-08-16,22,3025.148
2013-08-16,23,2698.772
2013-08-16,24,2413.132
2013-08-17,1,2044.548
2013-08-17,2,1617.22
2013-08-17,3,1262.732
2013-08-17,4,1216.252
2013-08-17,5,1480.412
2013-08-17,6,1761.404
2013-08-17,7,2163.404
2013-08-17,8,2882.852
2013-08-17,9,3476.892
2013-08-17,10,3848.652
2013-08-17,11,4002.9
2013-08-17,12,3862.596
2013-08-17,13,3764.196
2013-08-17,14,3616.14
2013-08-17,15,3403.588
2013-08-17,16,3253.908
2013-08-17,17,3146.052
2013-08-17,18,3234.7
2013-08-17,19,3316.684
2013-08-17,20,3237.436
2013-08-17,21,2971.948
2013-08-17,22,2573.66
2013-08-17,23,2298.404
2013-08-17,24,2088.708
2013-08-18,1,1731.38
2013-08-18,2,1307.708
2013-08-18,3,1054.5
2013-08-18,4,998.62
2013-08-18,5,1230.364
2013-08-18,6,1443.3
2013-08-18,7,1764.26
2013-08-18,8,2357.452
2013-08-18,9,2792.3
2013-08-18,10,3172.1
2013-08-18,11,3316.284
2013-08-18,12,3165.94
2013-08-18,13,3152.948
2013-08-18,14,3145.172
2013-08-18,15,2935.172
2013-08-18,16,2802.604
2013-08-18,17,2836.292
2013-08-18,18,3049.092
2013-08-18,19,3194.1
2013-08-18,20,3043.132
2013-08-18,21,2836.9159999999997
2013-08-18,22,2456.212
2013-08-18,23,2159.404
2013-08-18,24,1921.892
2013-08-19,1,1572.268
2013-08-19,2,1132.044
2013-08-19,3,930.052
2013-08-19,4,946.636
2013-08-19,5,1318.0359999999998
2013-08-19,6,1841.764
2013-08-19,7,2827.636
2013-08-19,8,3936.9719999999998
2013-08-19,9,4239.0199999999995
2013-08-19,10,4698.188
2013-08-19,11,5083.2919999999995
2013-08-19,12,4990.628
2013-08-19,13,4921.524
2013-08-19,14,4921.548
2013-08-19,15,4701.084
2013-08-19,16,4394.492
2013-08-19,17,4282.204
2013-08-19,18,4194.34
2013-08-19,19,3918.084
2013-08-19,20,3786.6040000000003
2013-08-19,21,3547.9
2013-08-19,22,3204.2760000000003
2013-08-19,23,2724.884
2013-08-19,24,2485.18
2013-08-20,1,2141.188
2013-08-20,2,1619.3400000000001
2013-08-20,3,1277.5240000000001
2013-08-20,4,1236.94
2013-08-20,5,1558.7959999999998
2013-08-20,6,2024.052
2013-08-20,7,3049.444
2013-08-20,8,4105.044
2013-08-20,9,4347.0199999999995
2013-08-20,10,4776.932
2013-08-20,11,5134.012
2013-08-20,12,5090.444
2013-08-20,13,4921.708
2013-08-20,14,4794.844
2013-08-20,15,4466.428
2013-08-20,16,4135.244000000001
2013-08-20,17,4067.268
2013-08-20,18,4101.556
2013-08-20,19,4022.0359999999996
2013-08-20,20,3846.924
2013-08-20,21,3608.244
2013-08-20,22,3269.9480000000003
2013-08-20,23,2767.78
2013-08-20,24,2437.052
2013-08-21,1,2051.804
2013-08-21,2,1630.1719999999998
2013-08-21,3,1287.228
2013-08-21,4,1297.62
2013-08-21,5,1608.0919999999999
2013-08-21,6,2047.276
2013-08-21,7,3055.54
2013-08-21,8,4110.62
2013-08-21,9,4396.348
2013-08-21,10,4797.668
2013-08-21,11,4973.668000000001
2013-08-21,12,4901.012
2013-08-21,13,4848.26
2013-08-21,14,4845.316
2013-08-21,15,4382.956
2013-08-21,16,4177.42
2013-08-21,17,4091.5
