연월일,구분,공급량
2014-08-08,D,287.97433333333333
2014-08-08,E,571.8386666666667
2014-08-08,G,1210.674
2014-08-08,H,101.66933333333333
2014-08-09,A,473.35366666666664
2014-08-09,B,337.933
2014-08-09,C,112.178
2014-08-09,D,264.8933333333333
2014-08-09,E,502.86999999999995
2014-08-09,G,1065.5816666666667
2014-08-09,H,90.68266666666666
2014-08-10,A,418.6873333333333
2014-08-10,B,305.5996666666667
2014-08-10,C,107.24466666666666
2014-08-10,D,221.57933333333335
2014-08-10,E,471.6046666666667
2014-08-10,G,908.1146666666667
2014-08-10,H,84.82600000000001
2014-08-11,A,598.5286666666667
2014-08-11,B,405.373
2014-08-11,C,114.44466666666666
2014-08-11,D,280.49600000000004
2014-08-11,E,572.112
2014-08-11,G,1227.174
2014-08-11,H,103.10933333333334
2014-08-12,A,613.8323333333334
2014-08-12,B,411.8996666666667
2014-08-12,C,118.07799999999999
2014-08-12,D,289.761
2014-08-12,E,584.946
2014-08-12,G,1301.8666666666666
2014-08-12,H,105.45266666666667
2014-08-13,A,604.2243333333333
2014-08-13,B,405.58633333333336
2014-08-13,C,118.07799999999999
2014-08-13,D,291.67466666666667
2014-08-13,E,579.746
2014-08-13,G,1286.9236666666668
2014-08-13,H,105.08933333333333
2014-08-14,A,585.3406666666666
2014-08-14,B,393.7863333333333
2014-08-14,C,117.01133333333333
2014-08-14,D,289.341
2014-08-14,E,563.6926666666667
2014-08-14,G,1296.3363333333334
2014-08-14,H,104.416
2014-08-15,A,455.34200000000004
2014-08-15,B,319.2796666666666
2014-08-15,C,107.54466666666667
2014-08-15,D,260.4923333333333
2014-08-15,E,485.3913333333333
2014-08-15,G,1088.231
2014-08-15,H,87.58266666666667
2014-08-16,A,464.8693333333333
2014-08-16,B,328.2663333333333
2014-08-16,C,103.97800000000001
2014-08-16,D,255.74933333333334
2014-08-16,E,500.007
2014-08-16,G,984.3136666666666
2014-08-16,H,89.21600000000001
2014-08-17,A,427.6423333333333
2014-08-17,B,314.20633333333336
2014-08-17,C,102.04466666666667
2014-08-17,D,223.23066666666668
2014-08-17,E,480.69599999999997
2014-08-17,G,900.398
2014-08-17,H,86.146
2014-08-18,A,602.1519999999999
2014-08-18,B,415.3996666666667
2014-08-18,C,106.01133333333333
2014-08-18,D,285.3396666666667
2014-08-18,E,586.0366666666667
2014-08-18,G,1172.8316666666667
2014-08-18,H,107.04933333333334
2014-08-19,A,618.2206666666667
2014-08-19,B,424.3196666666667
2014-08-19,C,100.94466666666666
2014-08-19,D,300.7866666666667
2014-08-19,E,599.516
2014-08-19,G,1210.6103333333333
2014-08-19,H,108.69933333333334
2014-08-20,A,623.8213333333333
2014-08-20,B,434.66633333333334
2014-08-20,C,105.24466666666666
2014-08-20,D,311.1913333333333
2014-08-20,E,608.7336666666666
2014-08-20,G,1234.683
2014-08-20,H,109.19266666666665
2014-08-21,A,636.0403333333334
2014-08-21,B,442.94966666666664
2014-08-21,C,102.278
2014-08-21,D,310.7526666666667
2014-08-21,E,622.2676666666667
2014-08-21,G,1239.2343333333333
2014-08-21,H,114.26266666666668
2014-08-22,A,629.8353333333333
2014-08-22,B,440.13633333333337
2014-08-22,C,104.31133333333334
2014-08-22,D,305.0733333333333
2014-08-22,E,622.9
2014-08-22,G,1225.8433333333335
2014-08-22,H,112.496
2014-08-23,A,510.06
2014-08-23,B,367.18966666666665
2014-08-23,C,100.178
2014-08-23,D,275.252
2014-08-23,E,553.101
2014-08-23,G,989.2566666666667
2014-08-23,H,98.53933333333333
2014-08-24,A,451.33733333333333
2014-08-24,B,328.54966666666667
2014-08-24,C,97.41133333333333
2014-08-24,D,226.76199999999997
2014-08-24,E,511.22599999999994
2014-08-24,G,823.68
2014-08-24,H,90.30266666666667
2014-08-25,A,635.621
2014-08-25,B,437.7863333333333
2014-08-25,C,106.34466666666667
2014-08-25,D,284.1136666666667
2014-08-25,E,614.6066666666667
2014-08-25,G,1226.6013333333333
2014-08-25,H,109.93933333333332
2014-08-26,A,640.29
2014-08-26,B,445.28299999999996
2014-08-26,C,107.04466666666667
2014-08-26,D,304.08633333333336
2014-08-26,E,621.3576666666667
2014-08-26,G,1329.2450000000001
2014-08-26,H,111.99266666666666
2014-08-27,A,646.1873333333333
2014-08-27,B,439.99966666666666
2014-08-27,C,109.21133333333334
2014-08-27,D,304.599
2014-08-27,E,618.2446666666666
2014-08-27,G,1327.789
2014-08-27,H,111.73266666666666
2014-08-28,A,640.086
2014-08-28,B,444.30300000000005
2014-08-28,C,108.24466666666666
2014-08-28,D,310.57166666666666
2014-08-28,E,617.1866666666666
2014-08-28,G,1346.5546666666667
2014-08-28,H,112.32266666666668
2014-08-29,A,639.949
2014-08-29,B,441.01966666666664
2014-08-29,C,106.47800000000001
2014-08-29,D,308.808
2014-08-29,E,615.9873333333334
2014-08-29,G,1320.441125
2014-08-29,H,111.986
2014-08-30,A,511.1023333333333
2014-08-30,B,361.36633333333333
2014-08-30,C,99.04466666666667
2014-08-30,D,279.707
2014-08-30,E,541.6126666666667
2014-08-30,G,1070.4786666666666
2014-08-30,H,97.54266666666666
2014-08-31,A,465.2773333333334
2014-08-31,B,324.0663333333333
2014-08-31,C,93.778
2014-08-31,D,232.01933333333332
2014-08-31,E,499.8086666666666
2014-08-31,G,941.4336666666667
2014-08-31,H,89.88933333333334
2014-09-01,A,628.8983333333333
2014-09-01,B,441.133
2014-09-01,C,105.14466666666668
2014-09-01,D,296.4173333333333
2014-09-01,E,607.3546666666667
2014-09-01,G,1319.529
2014-09-01,H,110.38066666666667
2014-09-02,A,632.5876666666667
2014-09-02,B,436.2996666666666
2014-09-02,C,107.778
2014-09-02,D,308.49899999999997
2014-09-02,E,612.6613333333333
2014-09-02,G,1373.4543333333334
2014-09-02,H,111.27766666666666
2014-09-03,A,626.6283333333333
2014-09-03,B,433.19966666666664
2014-09-03,C,101.31133333333334
2014-09-03,D,322.0423333333333
2014-09-03,E,624.3233333333334
2014-09-03,G,1371.9170000000001
2014-09-03,H,115.875
2014-09-04,A,626.3743333333333
2014-09-04,B,433.03299999999996
2014-09-04,C,97.91133333333333
2014-09-04,D,312.17233333333337
2014-09-04,E,615.787
2014-09-04,G,1366.7093333333332
2014-09-04,H,112.89566666666667
2014-09-05,A,619.5749999999999
2014-09-05,B,431.3996666666667
2014-09-05,C,96.64466666666668
2014-09-05,D,311.901
2014-09-05,E,614.093
2014-09-05,G,1268.0113333333334
2014-09-05,H,112.14533333333333
2014-09-06,A,461.7873333333334
2014-09-06,B,345.7996666666667
2014-09-06,C,88.178
2014-09-06,D,265.36
2014-09-06,E,521.8916666666667
2014-09-06,G,950.7330000000001
2014-09-06,H,96.21866666666666
2014-09-07,A,396.7673333333334
2014-09-07,B,305.91633333333334
2014-09-07,C,85.47800000000001
2014-09-07,D,218.37133333333335
2014-09-07,E,480.3723333333333
2014-09-07,G,777.178
2014-09-07,H,90.99900000000001
2014-09-08,A,311.56233333333336
2014-09-08,B,250.913
2014-09-08,C,78.21133333333334
2014-09-08,D,181.08533333333332
2014-09-08,E,397.6773333333333
2014-09-08,G,670.9296666666667
2014-09-08,H,77.099
2014-09-09,A,351.028
2014-09-09,B,271.0063333333333
2014-09-09,C,78.44466666666666
2014-09-09,D,187.0473333333333
2014-09-09,E,416.8416666666667
2014-09-09,G,721.1016666666666
2014-09-09,H,77.88066666666667
2014-09-10,A,447.579
2014-09-10,B,321.333
2014-09-10,C,85.41133333333333
2014-09-10,D,220.00966666666667
2014-09-10,E,499.0843333333333
2014-09-10,G,892.7280000000001
2014-09-10,H,90.97733333333333
2014-09-11,A,614.5446666666667
2014-09-11,B,429.49966666666666
2014-09-11,C,92.84466666666667
2014-09-11,D,300.23633333333333
2014-09-11,E,599.497
2014-09-11,G,1191.6806666666666
2014-09-11,H,108.44933333333334
2014-09-12,A,608.451
2014-09-12,B,425.933
2014-09-12,C,94.51133333333333
2014-09-12,D,318.8713333333333
2014-09-12,E,604.9306666666666
2014-09-12,G,1353.0323333333333
2014-09-12,H,107.26433333333334
2014-09-13,A,506.70966666666664
2014-09-13,B,360.3996666666667
2014-09-13,C,93.64466666666665
2014-09-13,D,290.84499999999997
2014-09-13,E,540.636
2014-09-13,G,1207.6833333333334
2014-09-13,H,95.93366666666667
2014-09-14,A,452.1623333333334
2014-09-14,B,328.0996666666667
2014-09-14,C,89.34466666666667
2014-09-14,D,233.788
2014-09-14,E,505.7663333333333
2014-09-14,G,960.2453333333333
2014-09-14,H,89.26933333333334
2014-09-15,A,604.283
2014-09-15,B,426.99966666666666
2014-09-15,C,95.04466666666667
2014-09-15,D,302.15366666666665
2014-09-15,E,598.4083333333333
2014-09-15,G,1287.5049999999999
2014-09-15,H,108.66733333333333
2014-09-16,A,610.4423333333333
2014-09-16,B,425.7663333333333
2014-09-16,C,97.24466666666666
2014-09-16,D,323.42533333333336
2014-09-16,E,609.7246666666666
2014-09-16,G,1380.147
2014-09-16,H,109.718
2014-09-17,A,601.886
2014-09-17,B,417.133
2014-09-17,C,96.278
2014-09-17,D,319.1023333333333
2014-09-17,E,602.486
2014-09-17,G,1355.9656666666667
2014-09-17,H,109.13133333333333
2014-09-18,A,603.111
2014-09-18,B,424.7663333333333
2014-09-18,C,96.64466666666668
2014-09-18,D,324.28933333333333
2014-09-18,E,615.6823333333333
2014-09-18,G,1355.3336666666667
2014-09-18,H,110.65766666666667
2014-09-19,A,612.4173333333333
2014-09-19,B,428.35633333333334
2014-09-19,C,96.278
2014-09-19,D,325.4436666666667
2014-09-19,E,616.4333333333333
2014-09-19,G,1358.2046666666668
2014-09-19,H,110.61733333333335
2014-09-20,A,535.1446666666667
2014-09-20,B,376.5596666666667
2014-09-20,C,94.11133333333333
2014-09-20,D,296.2476666666667
2014-09-20,E,569.081
2014-09-20,G,1146.8316666666667
2014-09-20,H,101.60233333333333
2014-09-21,A,477.01366666666667
2014-09-21,B,348.44966666666664
2014-09-21,C,92.64466666666665
2014-09-21,D,259.63366666666667
2014-09-21,E,544.664
2014-09-21,G,969.4333333333334
2014-09-21,H,96.27066666666667
2014-09-22,A,608.6173333333332
2014-09-22,B,431.69966666666664
2014-09-22,C,97.57799999999999
2014-09-22,D,312.9316666666667
2014-09-22,E,612.703
2014-09-22,G,1302.577
2014-09-22,H,109.25833333333333
2014-09-23,A,617.7773333333333
2014-09-23,B,430.19966666666664
2014-09-23,C,98.778
2014-09-23,D,322.07666666666665
2014-09-23,E,611.119
2014-09-23,G,1342.0423333333333
2014-09-23,H,111.66000000000001
2014-09-24,A,605.4056666666667
2014-09-24,B,421.5996666666667
2014-09-24,C,96.94466666666666
2014-09-24,D,322.12333333333333
2014-09-24,E,608.3146666666667
2014-09-24,G,1332.4523333333334
2014-09-24,H,112.59966666666666
2014-09-25,A,616.4186666666667
2014-09-25,B,429.0663333333334
2014-09-25,C,98.21133333333334
2014-09-25,D,320.18733333333336
2014-09-25,E,612.1853333333333
2014-09-25,G,1329.6000000000001
2014-09-25,H,111.39033333333333
2014-09-26,A,602.6226666666666
2014-09-26,B,424.233
2014-09-26,C,96.24466666666666
2014-09-26,D,318.732
2014-09-26,E,608.8823333333333
2014-09-26,G,1334.6763333333333
2014-09-26,H,111.724
2014-09-27,A,523.564
2014-09-27,B,374.5663333333334
2014-09-27,C,92.778
2014-09-27,D,295.90799999999996
2014-09-27,E,566.9436666666667
2014-09-27,G,1126.0523333333333
2014-09-27,H,102.906
2014-09-28,A,471.61100000000005
2014-09-28,B,347.36633333333333
2014-09-28,C,90.21133333333334
2014-09-28,D,251.63466666666667
2014-09-28,E,533.5756666666667
2014-09-28,G,961.1876666666667
2014-09-28,H,95.68733333333334
2014-09-29,A,599.6406666666667
2014-09-29,B,433.2663333333333
2014-09-29,C,96.178
2014-09-29,D,323.09933333333333
2014-09-29,E,621.779
2014-09-29,G,1290.8163333333334
2014-09-29,H,114.49633333333333
2014-09-30,A,615.6773333333333
2014-09-30,B,441.49966666666666
2014-09-30,C,99.07799999999999
2014-09-30,D,335.26433333333335
2014-09-30,E,629.7716666666666
2014-09-30,G,1356.5106666666668
2014-09-30,H,114.59899999999999
2014-10-01,A,605.7230000000001
2014-10-01,B,440.48633333333333
2014-10-01,C,101.94466666666666
2014-10-01,D,345.08099999999996
2014-10-01,E,630.9536666666667
2014-10-01,G,1372.5206666666666
2014-10-01,H,116.80066666666666
2014-10-02,A,607.6883333333334
2014-10-02,B,449.5463333333333
2014-10-02,C,101.07799999999999
2014-10-02,D,355.271
2014-10-02,E,654.5103333333333
2014-10-02,G,1367.16
2014-10-02,H,118.85533333333332
2014-10-03,A,561.3983333333333
2014-10-03,B,420.5563333333334
2014-10-03,C,99.378
2014-10-03,D,340.45233333333334
2014-10-03,E,626.8406666666666
2014-10-03,G,1244.047
2014-10-03,H,112.33300000000001
2014-10-04,A,570.4116666666666
2014-10-04,B,435.833
2014-10-04,C,98.21133333333334
2014-10-04,D,340.81533333333334
2014-10-04,E,649.6416666666667
2014-10-04,G,1154.8896666666667
2014-10-04,H,115.63766666666668
2014-10-05,A,559.9816666666667
2014-10-05,B,437.63300000000004
2014-10-05,C,97.84466666666667
2014-10-05,D,309.57366666666667
2014-10-05,E,656.812
2014-10-05,G,1096.3819999999998
2014-10-05,H,117.23933333333333
2014-10-06,A,661.7756666666667
2014-10-06,B,494.933
2014-10-06,C,103.71133333333334
2014-10-06,D,374.97700000000003
2014-10-06,E,723.6626666666666
2014-10-06,G,1463.7876666666668
2014-10-06,H,130.146
2014-10-07,A,690.96
2014-10-07,B,509.2996666666667
2014-10-07,C,106.57799999999999
2014-10-07,D,403.48199999999997
2014-10-07,E,739.8636666666666
2014-10-07,G,1534.9756666666665
2014-10-07,H,133.529
2014-10-08,A,687.679
2014-10-08,B,505.633
2014-10-08,C,105.81133333333334
2014-10-08,D,401.2426666666667
2014-10-08,E,734.0006666666667
2014-10-08,G,1528.6996666666666
2014-10-08,H,132.69666666666666
2014-10-09,A,615.2053333333333
2014-10-09,B,456.633
2014-10-09,C,102.74466666666666
2014-10-09,D,370.326
2014-10-09,E,676.8293333333334
2014-10-09,G,1338.8016666666667
2014-10-09,H,119.562
2014-10-10,A,642.4336666666667
2014-10-10,B,479.0996666666667
2014-10-10,C,103.378
2014-10-10,D,373.5176666666666
2014-10-10,E,694.2676666666666
2014-10-10,G,1392.0526666666667
2014-10-10,H,124.46766666666667
2014-10-11,A,578.6126666666667
2014-10-11,B,433.333
2014-10-11,C,100.01133333333333
2014-10-11,D,345.73066666666665
2014-10-11,E,654.1013333333333
2014-10-11,G,1199.4496666666666
2014-10-11,H,117.09533333333333
2014-10-12,A,529.6443333333333
2014-10-12,B,404.03299999999996
2014-10-12,C,96.91133333333333
2014-10-12,D,291.47433333333333
2014-10-12,E,612.9350000000001
2014-10-12,G,1073.4596666666666
2014-10-12,H,109.45566666666667
2014-10-13,A,652.2826666666666
2014-10-13,B,488.04299999999995
2014-10-13,C,104.278
2014-10-13,D,369.80833333333334
2014-10-13,E,713.1786666666667
2014-10-13,G,1421.1016666666667
2014-10-13,H,128.149
2014-10-14,A,716.5823333333333
2014-10-14,B,535.663
2014-10-14,C,106.97800000000001
2014-10-14,D,422.93
2014-10-14,E,793.9476666666666
2014-10-14,G,1586.415
2014-10-14,H,142.08033333333333
2014-10-15,A,749.654
2014-10-15,B,557.4463333333333
2014-10-15,C,110.57799999999999
2014-10-15,D,446.4313333333334
2014-10-15,E,841.1766666666666
2014-10-15,G,1627.8183333333334
2014-10-15,H,147.07666666666668
2014-10-16,A,797.3833333333333
2014-10-16,B,601.1996666666666
2014-10-16,C,111.778
2014-10-16,D,470.99766666666665
2014-10-16,E,904.9576666666667
2014-10-16,G,1724.446
2014-10-16,H,157.81300000000002
2014-10-17,A,819.2893333333333
2014-10-17,B,614.6663333333333
2014-10-17,C,110.14466666666665
2014-10-17,D,502.1043333333334
2014-10-17,E,951.6170000000001
2014-10-17,G,1670.1503333333333
2014-10-17,H,158.28466666666665
2014-10-18,A,760.9966666666666
2014-10-18,B,564.7663333333334
2014-10-18,C,106.64466666666668
2014-10-18,D,443.7486666666667
2014-10-18,E,869.3536666666668
2014-10-18,G,1363.7793333333334
2014-10-18,H,146.05966666666666
2014-10-19,A,698.7793333333334
2014-10-19,B,524.7330000000001
2014-10-19,C,102.04466666666667
2014-10-19,D,376.88366666666667
2014-10-19,E,797.0766666666667
2014-10-19,G,1206.7796666666666
2014-10-19,H,137.189
2014-10-20,A,782.407
2014-10-20,B,613.5596666666667
2014-10-20,C,108.71133333333334
2014-10-20,D,457.8156666666667
2014-10-20,E,964.7280000000001
2014-10-20,G,1553.541
2014-10-20,H,160.60066666666668
2014-10-21,A,848.0886666666667
2014-10-21,B,663.8763333333333
2014-10-21,C,113.14466666666668
2014-10-21,D,508.70866666666666
2014-10-21,E,983.725
2014-10-21,G,1722.5446666666667
2014-10-21,H,174.072
2014-10-22,A,888.3090000000001
2014-10-22,B,669.3896666666667
2014-10-22,C,114.378
2014-10-22,D,511.047
2014-10-22,E,1000.861
2014-10-22,G,1685.9966666666667
2014-10-22,H,174.24099999999999
2014-10-23,A,902.241
2014-10-23,B,680.9296666666667
2014-10-23,C,114.94466666666666
2014-10-23,D,514.626
2014-10-23,E,1006.448
2014-10-23,G,1702.2963333333335
2014-10-23,H,173.45266666666666
2014-10-24,A,859.448
2014-10-24,B,646.273
2014-10-24,C,111.51133333333333
2014-10-24,D,515.1843333333333
2014-10-24,E,964.5023333333334
2014-10-24,G,1633.6756666666668
2014-10-24,H,166.47566666666665
2014-10-25,A,789.096
2014-10-25,B,588.2596666666667
2014-10-25,C,106.11133333333333
2014-10-25,D,459.807
2014-10-25,E,896.056
2014-10-25,G,1403.5829999999999
2014-10-25,H,152.89166666666668
2014-10-26,A,751.7276666666667
2014-10-26,B,573.4863333333334
2014-10-26,C,104.11133333333333
2014-10-26,D,409.92900000000003
2014-10-26,E,881.3263333333334
2014-10-26,G,1242.2116666666666
2014-10-26,H,151.47666666666666
2014-10-27,A,946.8933333333333
2014-10-27,B,718.4796666666666
2014-10-27,C,118.64466666666665
2014-10-27,D,555.7486666666666
2014-10-27,E,1107.848
2014-10-27,G,1726.7573333333332
2014-10-27,H,193.79633333333334
2014-10-28,A,1033.6783333333333
2014-10-28,B,778.6796666666665
2014-10-28,C,120.11133333333333
2014-10-28,D,615.703
2014-10-28,E,1183.482
2014-10-28,G,1942.2986666666666
2014-10-28,H,204.886
2014-10-29,A,1045.5203333333334
2014-10-29,B,777.2996666666667
2014-10-29,C,116.878
2014-10-29,D,609.9406666666667
2014-10-29,E,1171.8
2014-10-29,G,1893.8756666666668
2014-10-29,H,199.04333333333332
2014-10-30,A,986.822
2014-10-30,B,747.7563333333334
2014-10-30,C,115.878
2014-10-30,D,582.4583333333334
2014-10-30,E,1162.2173333333333
2014-10-30,G,1862.6229999999998
2014-10-30,H,192.216
2014-10-31,A,947.8389999999999
2014-10-31,B,728.0963333333334
2014-10-31,C,111.478
2014-10-31,D,551.398
2014-10-31,E,1099.552
2014-10-31,G,1819.7913333333333
2014-10-31,H,190.55700000000002
2014-11-01,A,787.502
2014-11-01,B,628.6596666666667
2014-11-01,C,101.71133333333334
2014-11-01,D,479.54400000000004
2014-11-01,E,977.5576666666666
2014-11-01,G,1459.8393333333333
2014-11-01,H,169.29233333333335
2014-11-02,A,886.872
2014-11-02,B,724.0296666666667
2014-11-02,C,106.91133333333333
2014-11-02,D,526.792
2014-11-02,E,1112.576
2014-11-02,G,1474.5526666666667
2014-11-02,H,191.87133333333335
2014-11-03,A,1121.3063333333332
2014-11-03,B,858.273
2014-11-03,C,118.81133333333332
2014-11-03,D,640.1733333333333
2014-11-03,E,1293.8716666666667
2014-11-03,G,1969.0503333333334
2014-11-03,H,221.4573333333333
2014-11-04,A,1088.862
2014-11-04,B,828.063
2014-11-04,C,118.51133333333333
2014-11-04,D,634.8403333333333
2014-11-04,E,1238.7056666666667
2014-11-04,G,2012.742
2014-11-04,H,213.15733333333333
2014-11-05,A,1047.1943333333334
2014-11-05,B,808.6696666666667
2014-11-05,C,117.64466666666668
2014-11-05,D,635.5459999999999
2014-11-05,E,1211.0326666666667
2014-11-05,G,1961.177
2014-11-05,H,208.00066666666666
2014-11-06,A,1005.0693333333334
2014-11-06,B,780.3363333333333
2014-11-06,C,116.24466666666666
2014-11-06,D,617.847
2014-11-06,E,1165.7369999999999
2014-11-06,G,1880.1743333333334
2014-11-06,H,202.62300000000002
2014-11-07,A,1086.084
2014-11-07,B,845.5063333333333
2014-11-07,C,119.57799999999999
2014-11-07,D,674.35
2014-11-07,E,1281.4593333333335
2014-11-07,G,2011.3186666666668
2014-11-07,H,220.78733333333332
2014-11-08,A,1041.8163333333334
2014-11-08,B,845.623
2014-11-08,C,117.97800000000001
2014-11-08,D,673.0416666666666
2014-11-08,E,1320.8486666666665
2014-11-08,G,1764.4309999999998
2014-11-08,H,222.95133333333334
2014-11-09,A,1033.2136666666668
2014-11-09,B,842.4596666666666
2014-11-09,C,116.01133333333333
2014-11-09,D,634.4533333333333
2014-11-09,E,1316.9416666666666
2014-11-09,G,1652.0510000000002
2014-11-09,H,224.99033333333333
2014-11-10,A,1188.485
2014-11-10,B,933.6996666666668
2014-11-10,C,123.91133333333333
2014-11-10,D,726.8633333333333
2014-11-10,E,1396.367
2014-11-10,G,2068.418
2014-11-10,H,235.86366666666666
2014-11-11,A,1199.4273333333333
2014-11-11,B,956.1763333333333
2014-11-11,C,126.878
2014-11-11,D,742.1056666666667
2014-11-11,E,1429.5796666666665
2014-11-11,G,2160.8823333333335
2014-11-11,H,238.82766666666666
2014-11-12,A,1381.7066666666667
2014-11-12,B,1129.8396666666667
2014-11-12,C,144.34466666666665
2014-11-12,D,867.304
2014-11-12,E,1690.6066666666666
2014-11-12,G,2416.0923333333335
2014-11-12,H,287.622
2014-11-13,A,1757.0806666666667
2014-11-13,B,1424.193
2014-11-13,C,165.94466666666668
2014-11-13,D,1016.727
2014-11-13,E,2076.6866666666665
2014-11-13,G,2887.9629999999997
2014-11-13,H,350.69733333333335
2014-11-14,A,1630.6139999999998
2014-11-14,B,1325.7263333333333
2014-11-14,C,157.84466666666665
2014-11-14,D,967.939
2014-11-14,E,1952.638
2014-11-14,G,3009.403
2014-11-14,H,327.2763333333333
2014-11-15,A,1493.1356666666668
2014-11-15,B,1262.6396666666667
2014-11-15,C,152.31133333333332
2014-11-15,D,935.1093333333333
2014-11-15,E,1905.887
2014-11-15,G,2408.5623333333333
2014-11-15,H,322.565
2014-11-16,A,1373.2700000000002
2014-11-16,B,1183.9163333333333
2014-11-16,C,144.078
2014-11-16,D,850.0133333333333
2014-11-16,E,1797.2043333333334
2014-11-16,G,2142.7213333333334
2014-11-16,H,306.584
2014-11-17,A,1507.0533333333333
2014-11-17,B,1259.4896666666666
2014-11-17,C,152.71133333333333
2014-11-17,D,886.7493333333333
2014-11-17,E,1838.0826666666665
2014-11-17,G,2464.339
2014-11-17,H,314.75166666666667
2014-11-18,A,1564.6766666666665
2014-11-18,B,1302.3463333333334
2014-11-18,C,157.778
2014-11-18,D,940.8069999999999
2014-11-18,E,1913.4983333333332
2014-11-18,G,2671.0803333333333
2014-11-18,H,326.6176666666667
2014-11-19,A,1590.2896666666666
2014-11-19,B,1304.8263333333334
2014-11-19,C,157.71133333333333
2014-11-19,D,947.469
2014-11-19,E,1903.3856666666668
2014-11-19,G,2716.8526666666667
2014-11-19,H,325.6756666666667
2014-11-20,A,1504.3966666666668
2014-11-20,B,1228.3896666666667
2014-11-20,C,151.94466666666668
2014-11-20,D,896.7306666666667
2014-11-20,E,1783.9166666666667
2014-11-20,G,2575.9436666666666
2014-11-20,H,305.32866666666666
2014-11-21,A,1362.9046666666666
2014-11-21,B,1119.5629999999999
2014-11-21,C,142.37800000000001
2014-11-21,D,820.3203333333335
2014-11-21,E,1614.2986666666666
2014-11-21,G,2365.3716666666664
2014-11-21,H,280.88933333333335
2014-11-22,A,1193.2163333333333
2014-11-22,B,1009.1663333333332
2014-11-22,C,132.41133333333332
2014-11-22,D,739.1933333333333
2014-11-22,E,1512.4686666666666
2014-11-22,G,2047.8796666666667
2014-11-22,H,269.42266666666666
2014-11-23,A,1192.314
2014-11-23,B,1022.2063333333334
2014-11-23,C,134.87800000000001
2014-11-23,D,727.9453333333332
2014-11-23,E,1554.5413333333333
2014-11-23,G,1922.6453333333332
2014-11-23,H,269.2463333333333
2014-11-24,A,1324.1186666666667
2014-11-24,B,1086.983
2014-11-24,C,142.24466666666666
2014-11-24,D,793.6103333333334
2014-11-24,E,1616.3696666666665
2014-11-24,G,2293.244
2014-11-24,H,276.827
2014-11-25,A,1317.8016666666665
2014-11-25,B,1095.563
2014-11-25,C,143.44466666666668
2014-11-25,D,803.9593333333333
2014-11-25,E,1619.1496666666665
2014-11-25,G,2367.2096666666666
2014-11-25,H,278.277
2014-11-26,A,1277.454
2014-11-26,B,1044.6663333333333
2014-11-26,C,139.37800000000001
2014-11-26,D,773.3293333333332
2014-11-26,E,1548.9803333333332
2014-11-26,G,2296.585
2014-11-26,H,267.89033333333333
2014-11-27,A,1276.9896666666666
2014-11-27,B,1045.0963333333332
2014-11-27,C,134.078
2014-11-27,D,780.1003333333333
2014-11-27,E,1579.7323333333334
2014-11-27,G,2269.118
2014-11-27,H,263.50100000000003
2014-11-28,A,1394.3639999999998
2014-11-28,B,1123.383
2014-11-28,C,131.54466666666667
2014-11-28,D,813.2483333333333
2014-11-28,E,1653.4129999999998
2014-11-28,G,2261.2193333333335
2014-11-28,H,281.95633333333336
2014-11-29,A,1363.79
2014-11-29,B,1064.6963333333333
2014-11-29,C,127.21133333333334
2014-11-29,D,792.1906666666667
2014-11-29,E,1592.2730000000001
2014-11-29,G,2089.6176666666665
2014-11-29,H,274.2583333333333
2014-11-30,A,1348.193
2014-11-30,B,1081.2196666666666
2014-11-30,C,128.24466666666666
2014-11-30,D,766.3693333333334
2014-11-30,E,1629.321
2014-11-30,G,1912.086
2014-11-30,H,281.8593333333333
2014-12-01,A,1938.3806666666667
2014-12-01,B,1598.7863333333335
2014-12-01,C,165.71133333333333
2014-12-01,D,1096.5373333333334
2014-12-01,E,2288.359
2014-12-01,G,3017.0003333333334
2014-12-01,H,396.96299999999997
2014-12-02,A,2319.832
2014-12-02,B,1932.8063333333332
2014-12-02,C,188.84466666666665
2014-12-02,D,1303.3336666666667
2014-12-02,E,2794.969333333333
2014-12-02,G,3600.1606666666667
2014-12-02,H,476.32099999999997
2014-12-03,A,2276.271
2014-12-03,B,1909.193
2014-12-03,C,189.1113333333333
2014-12-03,D,1283.9996666666666
2014-12-03,E,2874.0363333333335
2014-12-03,G,3530.1896666666667
2014-12-03,H,476.51433333333335
2014-12-04,A,2352.0840000000003
2014-12-04,B,1982.7796666666666
2014-12-04,C,195.14466666666667
2014-12-04,D,1343.608
2014-12-04,E,2910.351666666667
2014-12-04,G,3645.6946666666668
2014-12-04,H,499.7273333333333
2014-12-05,A,2535.0443333333333
2014-12-05,B,2143.7996666666663
2014-12-05,C,201.01133333333334
2014-12-05,D,1443.5123333333333
2014-12-05,E,3156.309333333333
2014-12-05,G,3837.424333333334
2014-12-05,H,540.0413333333333
2014-12-06,A,2372.2273333333333
2014-12-06,B,2032.5696666666665
2014-12-06,C,196.64466666666667
2014-12-06,D,1408.6596666666667
2014-12-06,E,3005.027
2014-12-06,G,3533.711333333333
2014-12-06,H,526.048
2014-12-07,A,2279.569
2014-12-07,B,1967.1229999999998
2014-12-07,C,193.64466666666667
2014-12-07,D,1341.9596666666666
2014-12-07,E,2920.465666666667
2014-12-07,G,3261.244
2014-12-07,H,510.199
2014-12-08,A,2353.991666666667
2014-12-08,B,1981.423
2014-12-08,C,190.51133333333334
